Search Keyword,Job ID,Title,Link,Budget,Posted Time,Skills,Proposals,Client Location,Short Description
n8n,021996274823501450258,n8n Automation Specialist for Salesforce and Customer Service Integration,https://www.upwork.com/jobs/span-class-highlight-n8n-span-Automation-Specialist-for-Salesforce-and-Customer-Service-Integration_~021996274823501450258/?referrer_url_path=/nx/search/jobs/,"$2,000",,,,,We are seeking a skilled n8n automation expert to assist in completing a partially developed project. The goal is to create workflows that efficiently search Salesforce for customer information and au
n8n,021996272267709067439,n8n Automation Expert for YouTube Split Testing & Multi-Platform Posting,https://www.upwork.com/jobs/span-class-highlight-n8n-span-Automation-Expert-for-YouTube-Split-Testing-amp-Multi-Platform-Posting_~021996272267709067439/?referrer_url_path=/nx/search/jobs/,$30,,,,,"n8n Automation Expert Needed for YouTube Split Testing and Multi-Platform Video Distribution System

I need an experienced n8n automation developer to build a complete content publishing system for my"
n8n,021996223234755997871,"We have removed your job post ""MVP Startup development""",https://www.upwork.com/jobs/have-removed-your-job-post-MVP-Startup-development_~021996223234755997871/?referrer_url_path=/nx/search/jobs/,"$2,500",,,,,"Cloud & Database Setup

Choose a minimal microservices architecture or a well-structured monolithic architecture.

API Gateway & Data Schema

Define data schemas for User/Adolescent, Parent, Psycholog"
n8n,021996267047662858415,"Senior AI DevOps & Infrastructure Engineer (Bilingual CN/EN) | Open WebUI, n8n, RAG Ops, AWS/GCP",https://www.upwork.com/jobs/Senior-DevOps-amp-Infrastructure-Engineer-Bilingual-Open-WebUI-span-class-highlight-n8n-span-RAG-Ops-AWS-GCP_~021996267047662858415/?referrer_url_path=/nx/search/jobs/,$700,,,,,"Project Overview:
We are Upskill.Pro, a fast-growing AI Agent platform democratizing top-tier strategy consulting for managers and leaders. We function as a ""Outcome-as-a-Service"" partner, integrating"
n8n,021996263160323190959,AI platform to practice sales calls,https://www.upwork.com/jobs/platform-practice-sales-calls_~021996263160323190959/?referrer_url_path=/nx/search/jobs/,Hourly,,,,,I am looking to create an AI platform that is for sales people to practice calls with an AI agent. The idea is sales teams will use the platform to practice cold calls + all other scenarios throughout
n8n,021996258287749275025,n8n Automation Expert Needed – YouTube Strategy Workflow (Thumbnail + Title + Top Video Analysis),https://www.upwork.com/jobs/span-class-highlight-n8n-span-Automation-Expert-Needed-YouTube-Strategy-Workflow-Thumbnail-Title-Top-Video-Analysis_~021996258287749275025/?referrer_url_path=/nx/search/jobs/,$25,,,,,"I’m looking for an advanced n8n automation expert who can build a complete YouTube strategist workflow. The system should automatically analyze thumbnails, video titles, and top-performing videos for "
n8n,021996258927205034003,Build a Full Tinder Automation Agent (n8n or Python + LLM DM + Smart Swiping + Location Switching),https://www.upwork.com/jobs/Build-Full-Tinder-Automation-Agent-span-class-highlight-n8n-span-Python-LLM-Smart-Swiping-Location-Switching_~021996258927205034003/?referrer_url_path=/nx/search/jobs/,$200,,,,,"Tinder Automation Agent – n8n or Python + LLM DM + Smart Swiping

I’m looking for a developer experienced in n8n, private/mobile APIs, or Python automation to build a personal-use Tinder automation ag"
n8n,021996258319949574319,Integrate Retell AI with ElevenLabs using n8n,https://www.upwork.com/jobs/Integrate-Retell-with-ElevenLabs-using-span-class-highlight-n8n-span_~021996258319949574319/?referrer_url_path=/nx/search/jobs/,$5,,,,,"I am looking for a skilled developer to assist in connecting my Retell AI platform to ElevenLabs via n8n. The ideal candidate will have experience with automation tools, APIs, and the specific functio"
n8n,021996211330654351535,AI Automation Content Creation Enhancement,https://www.upwork.com/jobs/Automation-Content-Creation-Enhancement_~021996211330654351535/?referrer_url_path=/nx/search/jobs/,$8,,,,,"We are looking for a skilled professional to enhance our AI Automation Content Creation. Your task will be to improve the effectiveness, consistency, and overall quality of our existing content. Ideal"
n8n,021996254634909509651,N8N Workflow develop,https://www.upwork.com/jobs/span-class-highlight-N8N-span-Workflow-develop_~021996254634909509651/?referrer_url_path=/nx/search/jobs/,$62,,,,,"I need to create a N8N Workflow.

The workflow should
- pickup a file from a GDrive Shared folder  there will be many file, the process should process all the files he found in the folder, and process"
n8n,021996251828743972883,Learning n8n through executing real projects.,https://www.upwork.com/jobs/Learning-span-class-highlight-n8n-span-through-executing-real-projects_~021996251828743972883/?referrer_url_path=/nx/search/jobs/,$100,,,,,"Dear Mohamed ,

My name is Fahad and I need to learn Building Workflow using n8n.I need your help to learn it through real projects.Let us meet and discuss it at your convenient.
Regards"
n8n,021996251372749327378,AI Integration Specialist for Real Estate Services + Website Design,https://www.upwork.com/jobs/Integration-Specialist-for-Real-Estate-Services-Website-Design_~021996251372749327378/?referrer_url_path=/nx/search/jobs/,$10,,,,,We are seeking an experienced AI integration specialist to connect APIs for real estate companies and implement AI agents for SMS and voice communication. The ideal candidate will have a strong backgr
n8n,021996248016578256273,Diagnosis and Solution for Workflow Fixes,https://www.upwork.com/jobs/Diagnosis-and-Solution-for-Workflow-Fixes_~021996248016578256273/?referrer_url_path=/nx/search/jobs/,$500,,,,,"I am building a large outreach agent ($500 project), but I will not hire anyone who cannot prove they can fix this first.

Your task: Fix my current workflow where the ElevenLabs voice agent takes use"
n8n,021996243292303601839,"I NEED a Zapier Make.com N8n Specialist for (Go High Level, NMI, Twilio, Cal.com)",https://www.upwork.com/jobs/NEED-Zapier-Make-com-span-class-highlight-N8n-span-Specialist-for-High-Level-NMI-Twilio-Cal-com_~021996243292303601839/?referrer_url_path=/nx/search/jobs/,"$1,000",,,,,"I need an automation expert to help connect and streamline the following platforms:

- Funnelish
- Go High Level 
-NMI, 
-Twilio
- Cal.com

------------------------------------------------------------"
n8n,021996240846512037265,Automate Auto Replies for Zammad Ticket System,https://www.upwork.com/jobs/Automate-Auto-Replies-for-Zammad-Ticket-System_~021996240846512037265/?referrer_url_path=/nx/search/jobs/,$5,,,,,We are seeking a skilled developer to enhance our Zammad installation integrated with NocoDB and n8n. The goal is to implement an automation feature that allows for auto-replies to tickets containing 
n8n,021996234089878923283,"Docker desktop Troubleshooting on win10, i need to run n8n",https://www.upwork.com/jobs/Docker-desktop-Troubleshooting-win10-need-run-span-class-highlight-n8n-span_~021996234089878923283/?referrer_url_path=/nx/search/jobs/,$10,,,,,I am seeking an experienced freelancer to help troubleshoot issues with Docker on my system that is preventing the launch of n8n. The ideal candidate will have a strong background in containerization 
n8n,021996225712762756497,Make.com expert needed pls to fix a sequence,https://www.upwork.com/jobs/Make-com-expert-needed-pls-fix-sequence_~021996225712762756497/?referrer_url_path=/nx/search/jobs/,$47,,,,,"I am relatively good with using make.com and n8n and similar tools but I have hit a roadbump and need help.

My automation is designed to create LinkedIn Posts from a Google sheet using OpenRouter and"
n8n,021996223727804753939,Full-Time: Back-End Developer & AI Agent Developer,https://www.upwork.com/jobs/Full-Time-Back-End-Developer-Agent-Developer_~021996223727804753939/?referrer_url_path=/nx/search/jobs/,$10,,,,,"REQUIREMENTS: 
1. Based in Americas
2. Must speak English
3. No agencies 

RATE:
$7-12/hr

REQUIRED SKILLS:
1. Javascript
2. NodeJS
3. JSON

PREFERRED SKILLS
1. N8N
2. LangChain
3. RAG

SUMMARY: 
Our "
n8n,021996220918669717679,Kommo API,https://www.upwork.com/jobs/Kommo-API_~021996220918669717679/?referrer_url_path=/nx/search/jobs/,$15,,,,,"We are stuck in integration of Kommo, WhatsApp, N8N etc and need help to solve some issues."
n8n,021996220766216784914,AI automation,https://www.upwork.com/jobs/automation_~021996220766216784914/?referrer_url_path=/nx/search/jobs/,Hourly,,,,,"We are building an AI-powered lead follow-up and appointment booking system for small businesses. We need a white-label backend partner who can deliver:

• A custom AI chatbot that can reply to leads,"
AI Agents,021996310514388576275,AI Voice Bot Development with PBX Integration,https://www.upwork.com/jobs/span-class-highlight-span-Voice-Bot-Development-with-PBX-Integration_~021996310514388576275/?referrer_url_path=/nx/search/jobs/,$15,Posted 2 minutes ago,,,,"Description:
We need an experienced developer to build an AI-powered Voice Bot that integrates directly with our PBX system to handle real-time phone calls with customers. The goal is to automate conv"
AI Agents,021996305720187554834,Build a LLM search tool,https://www.upwork.com/jobs/Build-LLM-search-tool_~021996305720187554834/?referrer_url_path=/nx/search/jobs/,"$1,000",Posted 21 minutes ago,,,,"We are looking to add an LLM text search box to our custom website, www.eyeglasses.com.  It will be trained only on our website.  We anticipate around 100 queries per day, 3000/month

Your proposal sh"
AI Agents,021996303621322582035,AI/Enrichment Specialist for Data Optimization,https://www.upwork.com/jobs/span-class-highlight-span-Enrichment-Specialist-for-Data-Optimization_~021996303621322582035/?referrer_url_path=/nx/search/jobs/,Hourly,Posted 29 minutes ago,,,,"We are seeking an experienced AI/Enrichment Specialist to enhance our data processes. The ideal candidate will perform bulk enrichment using AI, title classification, tagging, research automation, dat"
AI Agents,021996299199993557167,Senior AI/ML Engineer for RAG Solutions Optimization,https://www.upwork.com/jobs/Senior-span-class-highlight-span-Engineer-for-RAG-Solutions-Optimization_~021996299199993557167/?referrer_url_path=/nx/search/jobs/,$500,Posted 47 minutes ago,,,,"We are seeking an experienced AI/ML Engineer to help enhance our AI-driven platform by optimizing RAG solutions, improving our AI pipelines, and strengthening our agent tools and integration processes"
AI Agents,021996292196646727855,Vapi.AI Expert Needed for Warm Transfer Setup & Feature Guidance,https://www.upwork.com/jobs/Vapi-span-class-highlight-span-Expert-Needed-for-Warm-Transfer-Setup-amp-Feature-Guidance_~021996292196646727855/?referrer_url_path=/nx/search/jobs/,$5,,,,,"I’m looking for an experienced Vapi.AI developer to help me configure and optimize several features, including warm transfer, within my existing Vapi setup. The work will be done live over screen-shar"
AI Agents,021996285044407929874,Urgent Meeting Request – Conversational AI in GoHighLevel,https://www.upwork.com/jobs/Urgent-Meeting-Request-Conversational-span-class-highlight-span-GoHighLevel_~021996285044407929874/?referrer_url_path=/nx/search/jobs/,Hourly,,,,,We are looking for an experienced developer or AI specialist who can create and implement conversational AI solutions within Go High Level. The ideal candidate should have hands-on experience building
AI Agents,021996281590109178898,N8N Specialist Needed for Multi-Tenant RAG and Document Management,https://www.upwork.com/jobs/N8N-Specialist-Needed-for-Multi-Tenant-RAG-and-Document-Management_~021996281590109178898/?referrer_url_path=/nx/search/jobs/,$15,,,,,"Project Goal:
Develop robust N8N workflows for a multi-tenant RAG chatbot backend, handling the complete lifecycle of documents: secure upload, indexing, and crucial deletion/de-indexing. The RAG proc"
AI Agents,021996275536866418065,n8n AI Agent Builder and Automations,https://www.upwork.com/jobs/n8n-span-class-highlight-span-span-class-highlight-Agent-span-Builder-and-Automations_~021996275536866418065/?referrer_url_path=/nx/search/jobs/,Hourly,,,,,"I need someone to set up a group of AI agents on n8n to automate various business development research, social media content posts and scheduling, copywriting, Divi website edits, and other automation"
AI Agents,021996272573587007507,AI Agent to track issues in JIRA,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-track-issues-JIRA_~021996272573587007507/?referrer_url_path=/nx/search/jobs/,$15,,,,,Need to have an AI Agent to track issues in JIRA. The AI agent needs to be created on a specific platform using python and integrate it with JIRA.
AI Agents,021996271924142672914,Hybrid Multi Agent,https://www.upwork.com/jobs/Hybrid-Multi-span-class-highlight-Agent-span_~021996271924142672914/?referrer_url_path=/nx/search/jobs/,$2,,,,,"I am looking for a developer with strong experience in multi-agent systems to build a hybrid multi-agent application in a specific domain with defined functionalities. The solution must be scalable, w"
AI Agents,021996267315086859665,AI Video Generator for Ecommerce,https://www.upwork.com/jobs/span-class-highlight-span-Video-Generator-for-Ecommerce_~021996267315086859665/?referrer_url_path=/nx/search/jobs/,$5,,,,,"Hello, we are an ecommerce brand who wants to start using AI footage in our ads.

Your job would be to use an AI model like Sora or whatever your preference is, to generate high quality, realistic loo"
AI Agents,021996263160323190959,AI platform to practice sales calls,https://www.upwork.com/jobs/span-class-highlight-span-platform-practice-sales-calls_~021996263160323190959/?referrer_url_path=/nx/search/jobs/,Hourly,,,,,I am looking to create an AI platform that is for sales people to practice calls with an AI agent. The idea is sales teams will use the platform to practice cold calls + all other scenarios throughout
AI Agents,021996264882692529553,AI Trainer – Prompt Engineering & Role-Based Advisory Board Setup,https://www.upwork.com/jobs/span-class-highlight-span-Trainer-Prompt-Engineering-amp-Role-Based-Advisory-Board-Setup_~021996264882692529553/?referrer_url_path=/nx/search/jobs/,$20,,,,,"We are seeking for AI Trainer with strong experience in prompt engineering, workforce enablement, and role-tailored AI advisory board design. Your role will be to train our teams on how to craft effec"
AI Agents,021996263206905063443,AI Automation Mentor for Real-World IT Projects,https://www.upwork.com/jobs/span-class-highlight-span-Automation-Mentor-for-Real-World-Projects_~021996263206905063443/?referrer_url_path=/nx/search/jobs/,$964,,,,,"AI Automation Mentor for Real IT Use Cases

Overview:
I am an IT Support Associate with experience in Windows, Linux, networking devices, and ServiceNow. I have completed introductory training in AI a"
AI Agents,021996259481050294291,AI Developer for Enhancing RAG Pipeline and Building Intelligent Agent,https://www.upwork.com/jobs/span-class-highlight-span-Developer-for-Enhancing-RAG-Pipeline-and-Building-Intelligent-span-class-highlight-Agent-span_~021996259481050294291/?referrer_url_path=/nx/search/jobs/,"$5,600",,,,,We are seeking an experienced AI developer to enhance our current Retrieval-Augmented Generation (RAG) pipeline and build a proficient AI agent capable of accurately understanding user queries and per
AI Agents,021996258319949574319,Integrate Retell AI with ElevenLabs using n8n,https://www.upwork.com/jobs/Integrate-Retell-span-class-highlight-span-with-ElevenLabs-using-n8n_~021996258319949574319/?referrer_url_path=/nx/search/jobs/,$5,,,,,"I am looking for a skilled developer to assist in connecting my Retell AI platform to ElevenLabs via n8n. The ideal candidate will have experience with automation tools, APIs, and the specific functio"
AI Agents,021996211330654351535,AI Automation Content Creation Enhancement,https://www.upwork.com/jobs/span-class-highlight-span-Automation-Content-Creation-Enhancement_~021996211330654351535/?referrer_url_path=/nx/search/jobs/,$8,,,,,"We are looking for a skilled professional to enhance our AI Automation Content Creation. Your task will be to improve the effectiveness, consistency, and overall quality of our existing content. Ideal"
AI Agents,021996255179237894163,U Chat AI Assistant Developer,https://www.upwork.com/jobs/Chat-span-class-highlight-span-Assistant-Developer_~021996255179237894163/?referrer_url_path=/nx/search/jobs/,$150,,,,,"AI Bot Builder for Dealership Demo (UChat Required)

We’re looking for an AI developer who can help us build a high-ROI demo bot for car dealerships using UChat. The goal isn’t to build a full product"
AI Agents,021996251372749327378,AI Integration Specialist for Real Estate Services + Website Design,https://www.upwork.com/jobs/span-class-highlight-span-Integration-Specialist-for-Real-Estate-Services-Website-Design_~021996251372749327378/?referrer_url_path=/nx/search/jobs/,$10,,,,,We are seeking an experienced AI integration specialist to connect APIs for real estate companies and implement AI agents for SMS and voice communication. The ideal candidate will have a strong backgr
AI Agents,021996249540599586193,AI Consultant Needed for MSP Projects in the UK,https://www.upwork.com/jobs/span-class-highlight-span-Consultant-Needed-for-MSP-Projects-the_~021996249540599586193/?referrer_url_path=/nx/search/jobs/,$19,,,,,We are a Managed Service Provider (MSP) based in the UK seeking a skilled consultant or agency to partner with us on AI projects and implementations. The ideal candidate will have strong experience in
AI Agents,021995220767345973111,AI Voice Agent SaaS Platform Development,https://www.upwork.com/jobs/span-class-highlight-span-Voice-span-class-highlight-Agent-span-SaaS-Platform-Development_~021995220767345973111/?referrer_url_path=/nx/search/jobs/,"$15,000",Posted 3 days ago,,,,"I'm looking for a highly skilled technical lead, you may bring 1–2 additional engineers, to build a complete AI Voice Agent SaaS platform. This is an enterprise-level product with a very large and cle"
AI Agents,021996228621726490001,Short Fixing Job - Python AI Developer | AI Voice Agent,https://www.upwork.com/jobs/Short-Fixing-Job-Python-span-class-highlight-span-Developer-span-class-highlight-span-Voice-span-class-highlight-Agent-span_~021996228621726490001/?referrer_url_path=/nx/search/jobs/,$40,,,,,"I need a developer experienced in Python, GPT-4, Twilio, and VAPI to fix and optimize an existing AI voice/call agent setup. The task involves troubleshooting the current logic, improving response han"
AI Agents,021996223099698781585,AI Agent Workflow Specialist for Image and Video Generation,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Workflow-Specialist-for-Image-and-Video-Generation_~021996223099698781585/?referrer_url_path=/nx/search/jobs/,$10,,,,,"We are seeking an experienced AI Agent Workflow Specialist to create dynamic images and videos tailored to various product variables and scenarios. 
The ideal candidate will have a strong background i"
AI Agents,021996220766216784914,AI automation,https://www.upwork.com/jobs/span-class-highlight-span-automation_~021996220766216784914/?referrer_url_path=/nx/search/jobs/,$100,,,,,"We are building an AI-powered lead follow-up and appointment booking system for small businesses. We need a white-label backend partner who can deliver:

• A custom AI chatbot that can reply to leads,"
AI Agents,021996212438525227183,Chatbot Development Project,https://www.upwork.com/jobs/Chatbot-Development-Project_~021996212438525227183/?referrer_url_path=/nx/search/jobs/,$15,,,,,"We are seeking a skilled chatbot developer to create an interactive chatbot for our business. The ideal candidate will have experience in designing, developing, and deploying chatbots across various p"
AI Agents,021996204276849977363,"AI Content Engineer (RAG + Claude + n8n)
(With Mandatory Video Introduction)",https://www.upwork.com/jobs/span-class-highlight-span-Content-Engineer-RAG-Claude-n8n-With-Mandatory-Video-Introduction_~021996204276849977363/?referrer_url_path=/nx/search/jobs/,$1,,,,,"We are building an internal AI Content System that automates idea sourcing, rewriting, hook generation, scoring, RAG retrieval, and video creation.
This role requires someone who can architect the ent"
AI Agents,021996203009285238959,Voice Agent Quick Fixes Needed,https://www.upwork.com/jobs/Voice-span-class-highlight-Agent-span-Quick-Fixes-Needed_~021996203009285238959/?referrer_url_path=/nx/search/jobs/,"$1,000",,,,,"I'm building out voice AI agents for customer service and need someone quick to troubleshoot and fix issues like prompt glitches, speech-to-text errors, or integrations with Twilio/VAPI/n8n. Deliverab"
AI Agents,021996202836291102739,"AI Agent Developer, LLM",https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Developer-LLM_~021996202836291102739/?referrer_url_path=/nx/search/jobs/,$15,,,,,"AI Agent development ,Dynamic pricing ML etc...Multi Agent Orchestration"
AI Agents,021996201840323211353,Brand Voice GPT Development and Training,https://www.upwork.com/jobs/Brand-Voice-GPT-Development-and-Training_~021996201840323211353/?referrer_url_path=/nx/search/jobs/,$10,,,,,We are looking for an experienced AI prompt engineer or ChatGPT specialist to help us build a robust Brand Voice GPT inside our ChatGPT account. We already have a style guide in place—your role is to 
AI Agents,021996202144870173714,"Email AI Quick Fixes
 Needed",https://www.upwork.com/jobs/Email-span-class-highlight-span-Quick-Fixes-Needed_~021996202144870173714/?referrer_url_path=/nx/search/jobs/,$100,,,,,"Looking for a sharp AI specialist to handle fast tweaks on email automation flows – things like response generation bugs, CRM syncs (Gmail/Outlook + OpenAI), or classification errors. Specific deliver"
voice ai,021996311548146100243,Use OpenAI Sora or Veo to create 60-second life like testimonial,https://www.upwork.com/jobs/Use-Open-span-class-highlight-span-Sora-Veo-create-second-life-like-testimonial_~021996311548146100243/?referrer_url_path=/nx/search/jobs/,$221,Posted 1 minute ago,,,,"Hi,

I'm recording a video, which I attached, that I'm having trouble with.

I need to record 30 of these videos with a different first name at the very begining, while the rest of the video is the sa"
voice ai,021996311328406581423,"Proofreader/Editor for AI-Assisted French→English Book Translation (135,000 words)",https://www.upwork.com/jobs/Proofreader-Editor-for-span-class-highlight-span-Assisted-French-English-Book-Translation-135-000-words_~021996311328406581423/?referrer_url_path=/nx/search/jobs/,$10,Posted 2 minutes ago,,,,"Description:
I am looking for a skilled English proofreader/editor to revise a full book translation (approx. 135,000 words). The text will first be translated using DeepL to reduce costs, and I will "
voice ai,021996310514388576275,AI Voice Bot Development with PBX Integration,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Voice-span-Bot-Development-with-PBX-Integration_~021996310514388576275/?referrer_url_path=/nx/search/jobs/,$15,Posted 5 minutes ago,,,,"Description:
We need an experienced developer to build an AI-powered Voice Bot that integrates directly with our PBX system to handle real-time phone calls with customers. The goal is to automate conv"
voice ai,021996260286389656977,Virtual Assistant Needed for Business Rebuilding,https://www.upwork.com/jobs/Virtual-Assistant-Needed-for-Business-Rebuilding_~021996260286389656977/?referrer_url_path=/nx/search/jobs/,$10,Posted 25 minutes ago,,,,"I am looking for a highly organized and proactive Virtual Assistant to help me rebuild my business, which has been established since 2014. The ideal candidate will assist with managing emails, bookkee"
voice ai,021996303192955816978,YouTube Screencast & AI Voice Sync Specialist (Healthcare Education Content),https://www.upwork.com/jobs/YouTube-Screencast-amp-span-class-highlight-span-span-class-highlight-Voice-span-Sync-Specialist-Healthcare-Education-Content_~021996303192955816978/?referrer_url_path=/nx/search/jobs/,Hourly,Posted 34 minutes ago,,,,"Project-Based | Ongoing Work Available

About All Healthcare Careers (AHC)
👉 https://allhealthcarecareers.com/
AHC helps future nurses and CNAs pass their exams through practice tests, flashcards, vi"
voice ai,021996302163591667089,"Looking for a YouTube Documentary-Style Video Editor (Faceless, Cinematic, 10-Min Videos)",https://www.upwork.com/jobs/Looking-for-YouTube-Documentary-Style-Video-Editor-Faceless-Cinematic-Min-Videos_~021996302163591667089/?referrer_url_path=/nx/search/jobs/,$100,Posted 38 minutes ago,,,,"Looking for a YouTube Documentary-Style Video Editor (Faceless, Cinematic, 10-Min Videos)

Descripción:

I’m building a faceless YouTube documentary channel (in English) focused on:
future of wealth, "
voice ai,021994373597551681749,GoHighLevel Automation & Tech Setup Expert for Info-Business Funnels (Long-Term | Fixed or Hourly),https://www.upwork.com/jobs/GoHighLevel-Automation-Tech-Setup-Expert-for-Info-Business-Funnels-Long-Term-Fixed-Hourly_~021994373597551681749/?referrer_url_path=/nx/search/jobs/,$25,Posted 6 days ago,,,,"JOB DESCRIPTION:
I’m looking for a high-level GoHighLevel automation & tech specialist for long-term collaboration across two brands (construction + online education).
This is not a basic funnel build"
voice ai,021996290694449990674,GoHighLevel Expert Needed,https://www.upwork.com/jobs/GoHighLevel-Expert-Needed_~021996290694449990674/?referrer_url_path=/nx/search/jobs/,Hourly,,,,,"Technical Setup Needed

Connect and configure my domain

Install and configure the chat widget properly

Build the full backend structure

Set up calendars, workflows, tags, pipelines

Create 3-tier o"
voice ai,021996284825895577619,TikTok Video Editor (Dropshipping Ads),https://www.upwork.com/jobs/TikTok-Video-Editor-Dropshipping-Ads_~021996284825895577619/?referrer_url_path=/nx/search/jobs/,$6,,,,,"We run multiple EU dropshipping stores + we are an Agency and produce TikTok ads every day.

We’re looking for 3 reliable TikTok video editors who can follow a proven structure and deliver fast, clean"
voice ai,021996276068561558929,Meta Tags Reviewer/Optimizer,https://www.upwork.com/jobs/Meta-Tags-Reviewer-Optimizer_~021996276068561558929/?referrer_url_path=/nx/search/jobs/,$152,,,,,"We’re looking for a detail-oriented specialist to review, refine, and optimize the meta titles and descriptions across our website. The ideal candidate has excellent English writing skills and a stron"
voice ai,021996269652057206959,Full Stack Developer Needed for AI Voice Agent Onboarding App,https://www.upwork.com/jobs/Full-Stack-Developer-Needed-for-span-class-highlight-span-span-class-highlight-Voice-span-Agent-Onboarding-App_~021996269652057206959/?referrer_url_path=/nx/search/jobs/,"$5,000",,,,,We are seeking a skilled full stack developer to bring our new MVP idea to life. The project involves creating an onboarding app that utilizes AI voice agents to enhance user experience and streamline
voice ai,021996268052827812015,"Looking for X/Twitter/Linkedin Content Researcher + Writer (Founder Voice, Medtech/Healthtech)",https://www.upwork.com/jobs/Looking-for-Twitter-Linkedin-Content-Researcher-Writer-Founder-span-class-highlight-Voice-span-Medtech-Healthtech_~021996268052827812015/?referrer_url_path=/nx/search/jobs/,Hourly,,,,,"I’m a founder in the medical device / neurotech space looking for someone to help improve my presence on X/Twitter and LinkedIn. I’m not looking for generic marketing content. I want short, thoughtful"
voice ai,021996267188868229139,Video Editor,https://www.upwork.com/jobs/Video-Editor_~021996267188868229139/?referrer_url_path=/nx/search/jobs/,$400,,,,,"Type: Remote, full-time (mandatory)
Availability: Immediate
Location: Latin America

What We’re Looking For:

We’re looking for an innovative Video Editor who can combine traditional techniques with A"
voice ai,021996263160323190959,AI platform to practice sales calls,https://www.upwork.com/jobs/span-class-highlight-span-platform-practice-sales-calls_~021996263160323190959/?referrer_url_path=/nx/search/jobs/,Hourly,,,,,I am looking to create an AI platform that is for sales people to practice calls with an AI agent. The idea is sales teams will use the platform to practice cold calls + all other scenarios throughout
voice ai,021996262077462950063,Noble Steel Co. Content Creator (Short-Form Video),https://www.upwork.com/jobs/Noble-Steel-Content-Creator-Short-Form-Video_~021996262077462950063/?referrer_url_path=/nx/search/jobs/,$10,,,,,"Overview

We’re a fast-growing metal-building company creating modern, educational content around a legacy industry. We want a creator who can take raw ideas—topics, insights, simple photos—and turn t"
voice ai,021996258084269067282,SEO Content & Publishing Virtual Assistant for Luxury E-commerce,https://www.upwork.com/jobs/SEO-Content-Publishing-Virtual-Assistant-for-Luxury-commerce_~021996258084269067282/?referrer_url_path=/nx/search/jobs/,Hourly,,,,,"JOB DESCRIPTION — SEO Content & Publishing VA (E-Commerce Brand)

Company: E-Commerce Brand (Design-Led)
Location: Remote
Hours: ~20 hrs/week (scales with output)
Start Date: Immediate

About the Role"
voice ai,021996255433358258351,Generate audio dialogue lines in Mand. Chinese using Eleven Labs' TTS system + Correct.Proofreading,https://www.upwork.com/jobs/Generate-audio-dialogue-lines-Mand-Chinese-using-Eleven-Labs-TTS-system-Correct-Proofreading_~021996255433358258351/?referrer_url_path=/nx/search/jobs/,$0,,,,,"Description
Job Mission: WonderLang is a video game designed for language learning, and I am looking for a native Mandarin Chinese speaker from China to help generate audio dialogue lines in Mandarin "
voice ai,021996255167698804113,B2B Marketing Specialist,https://www.upwork.com/jobs/B2B-Marketing-Specialist_~021996255167698804113/?referrer_url_path=/nx/search/jobs/,$30,,,,,"📌 Job Title:

B2B Marketing Specialist — LinkedIn, Outbound Email, SEO-Friendly Content, & Light Website Updates

If you submit for this job, please include your favorite sport and an example of a co"
voice ai,021996251372749327378,AI Integration Specialist for Real Estate Services + Website Design,https://www.upwork.com/jobs/span-class-highlight-span-Integration-Specialist-for-Real-Estate-Services-Website-Design_~021996251372749327378/?referrer_url_path=/nx/search/jobs/,$10,,,,,We are seeking an experienced AI integration specialist to connect APIs for real estate companies and implement AI agents for SMS and voice communication. The ideal candidate will have a strong backgr
voice ai,021996245174494956562,"Founding Marketing Manager (AI-Native, Full-Funnel Growth)",https://www.upwork.com/jobs/Founding-Marketing-Manager-span-class-highlight-span-Native-Full-Funnel-Growth_~021996245174494956562/?referrer_url_path=/nx/search/jobs/,$30,,,,,"M&A Science is carving out into its own company and building a modern, AI-powered marketing engine from the ground up. We publish a high volume of content (podcast, video, membership, learning program"
voice ai,021996239473074609553,AI Voice Swap,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Voice-span-Swap_~021996239473074609553/?referrer_url_path=/nx/search/jobs/,$15,,,,,"Here are examples of my Ai generated podcasts:
https://issuemagazine.com/podcast/#/

I'm looking to take the existing audio and split it into two audio tracks (one per speaker) and then to swap out th"
voice ai,021996238381658615983,Voice Automation Developer (Phone Call Routing + Whisper/TTS),https://www.upwork.com/jobs/span-class-highlight-Voice-span-Automation-Developer-Phone-Call-Routing-Whisper-TTS_~021996238381658615983/?referrer_url_path=/nx/search/jobs/,$9,,,,,"Looking for an engineer who has worked on:

Voice-to-text using Whisper
TTS engines
Phone call automation
Twilio/Vonage call flows
Building natural call-answering systems
If you’ve built any call auto"
voice ai,021996237424232603025,Need 30 to 35 seconds short conversational music,https://www.upwork.com/jobs/Need-seconds-short-conversational-music_~021996237424232603025/?referrer_url_path=/nx/search/jobs/,$12,,,,,"Need an expert in AI music generation (Suno etc.) to help refine and produce a specific 35-second audio track. I have the lyrics and a rough audio concept, but I need someone to generate the perfect h"
